id,cnvd_title,cnvd_id,cnvd_date,cnvd_level,cnvd_product,cnvd_cve_id,cnvd_bug_id,cnvd_description,cnvd_reference,cnvd_solution,cnvd_patch,cnvd_update
899,Siemens SIMATIC S7-300/1200/1500 CPU拒绝服务漏洞,CNVD-2016-11519,2017/2/17,高,SiemensSIMATICS7-1200CPUSIEMENSSIMATICS7-300CPUSIEMENSSIMATICS7-1500CPU,0,0,SiemensSIMATICS7-300、1200、1500CPU是德国西门子（Siemens）公司的一款用于制造行业的模块化通用控制器，被广泛应用于烟草、石化、水务等重要工业控制现场。SiemensSIMATICS7-300/1200/1500CPU存在拒绝服务漏洞。由于西门子S7-300、1200、1500CPU在特定构造的ProfinetIO二层网络包通讯时拒绝服务，CPU进入故障模式，需手动重启进行恢复。攻击者利用漏洞可直接通过二次MAC广播获取目标信息发起拒绝服务攻击。,,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://www.siemens.com,待定,2016/11/28
900,ABB RobotWare身份验证漏洞,CNVD-2016-10593,2016/11/4,高,ABBRobotWare5.x<5.15.13ABBRobotWare5.6x<5.61.07ABBRobotWare6.x<6.04.00,0,94034,ABB是位居全球500强之列的电力和自动化技术领域的领导厂商。ABBRobotWare存在身份验证漏洞，允许攻击者利用该漏洞绕过某些安全限制，或执行任意代码。,http://www.securityfocus.com/bid/94034,目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接：https://library.e.abb.com/public/09da4d2b396841f6911ba1b06178fcb9/SI20107%20-%20Advisory%20for%20Multiple%20Vulnerabilities%20in%20ABB%20RobotWare.pdf,ABB RobotWare身份验证漏洞的补丁,2016/11/4
901,ABB RobotWare存在多个缓冲区溢出漏洞,CNVD-2016-10591,2016/11/4,中,ABBRobotWare5.x<5.15.13ABBRobotWare5.6x<5.61.07ABBRobotWare6.x<6.04.00,0,94034,ABB是位居全球500强之列的电力和自动化技术领域的领导厂商。ABBRobotWare存在多个缓冲区溢出漏洞，允许攻击者利用该漏洞在受影响应用程序上下文中执行任意代码。,http://www.securityfocus.com/bid/94034/,目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接：https://library.e.abb.com/public/09da4d2b396841f6911ba1b06178fcb9/SI20107%20-%20Advisory%20for%20Multiple%20Vulnerabilities%20in%20ABB%20RobotWare.pdf,ABB RobotWare存在多个缓冲区溢出漏洞的补丁,2016/11/4
902,Siemens SICAM RTU设备存在拒绝服务漏洞,CNVD-2016-09879,2016/10/24,高,SiemensETA4firmware(allversions<revision08)oftheSM-2558extensionmoduleforSICAMAKSiemensETA4firmware(allversions<revision08)oftheSM-2558extensionmoduleforSICAMTM1703SiemensETA4firmware(allversions<revision08)oftheSM-2558extensionmoduleforSICAMBC1703Siemens,CVE-2016-7987,0,Siemenssm-2558和sm-2556通信模块是LAN/WAN的快速以太网通信接口单元。SiemensSICAMRTU设备存在拒绝服务漏洞。由于特制的数据包发送到2404/TCP端口可能会导致受影响的设备进入缺陷模式，远程攻击者利用漏洞可发起拒绝服务攻击。,http://www.siemens.com/cert/pool/cert/siemens_security_advisory_ssa-296574.pdf,SM-2556模块厂商尚未提供补丁，可参考如下临时解决办法：1、使用防火墙或IPSec功能禁止sm-2558模块访问2404/TCP端口；2、在可信任的网络运行RTU。SM-2558模块可升级至ETA4revision08，参考如下链接：http://w3.siemens.com/smartgrid/global/en/products-systems-solutions/substation-automation/substation-automation/Pages/Overview.aspx,Siemens SICAM RTU设备存在拒绝服务漏洞的补丁,2016/10/25
903,Auto-Matrix Aspect-Nexus和Aspect-Matrix Building Automation Front-End Solutions信息泄露漏洞,CNVD-2016-08766,2016/10/13,高,Auto-MatrixAspect-NexusBuildingAutomationFront-EndSolutions<3.0.0Auto-MatrixAspect-MatrixBuildingAutomationFront-EndSolutions,CVE-2016-2308,93239,Auto-MatrixAspect-Nexus和Aspect-MatrixBuildingAutomationFront-EndSolutions都是美国Auto-Matrix公司的用于基础设施的建筑自动化前端解决方案，该方案主要在美国本土的商业设施、关键制造、能源和污水系统等领域（工控）进行部署。Auto-MatrixAspect-NexusBuildingAutomationFront-EndSolutions应用程序3.0.0之前的版本和Aspect-MatrixBuildingAutomation,https://ics-cert.us-cert.gov/advisories/ICSA-16-273-01-0,目前厂商已经发布了升级补丁以修复此安全问题，详情请关注厂商主页：http://www.aamatrix.com/,Auto-Matrix Aspect-Nexus和Aspect-Matrix Building Automation Front-End Solutions信息泄露漏洞的补丁,2016/10/13
904,Siemens SIMATIC STEP 7存在信息泄露漏洞(CNVD-2016-08768),CNVD-2016-08768,2016/10/13,低,SiemensSIEMENSSIMATICSTEP7<V14,CVE-2016-7959,0,SiemensSIMATIC是一款采用单一工程技术环境的自动化软件。SiemensSIMATICSTEP7V12和V13存在信息泄露漏洞。本地攻击者利用漏洞可通过暴力破解pre-shared键读取TIA项目文件，构成敏感信息泄露。,https://www.siemens.com/cert/pool/cert/siemens_security_advisory_ssa-869766.pdf,用户可升级至V14，参考如下下载地址：https://support.industry.siemens.com/cs/document/109740340,Siemens SIMATIC STEP 7存在信息泄露漏洞的补丁,2016/10/13
905,HP Network Automation本地安全绕过漏洞,CNVD-2016-08691,2016/10/12,中,HPNetworkAutomation10.10,CVE-2016-4386,93218,HPNetworkAutomation是美国惠普（HP）公司的一套自动化网络配置管理工具。该工具能对分布广泛的多厂商网络设备进行自动化的配置变更、软件更新、合规审计以及跟踪和控制。HPNetworkAutomation10.10版本中存在本地安全绕过漏洞。攻击者可利用该漏洞绕过安全限制，执行未授权操作。,https://h20564.www2.hpe.com/hpsc/doc/public/display?docId=emr_na-c05281739,目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接：http://www8.hp.com/cn/zh/home.html,HP Network Automation本地安全绕过漏洞的补丁,2016/10/12
906,INDAS Web SCADA目录遍历漏洞,CNVD-2016-08524,2016/10/9,中,INDASWebSCADA<3,CVE-2016-8343,0,INDASWebSCADA是塞尔维亚INDAS公司的一套基于Web的SCADA系统。INDASWebSCADA3之前的版本中存在目录遍历漏洞。远程攻击攻击者可利用该漏洞读取任意文件。,https://ics-cert.us-cert.gov/advisories/ICSA-16-278-01,据厂商提供的信息，INDASWebSCADA已停止更新，相关信息请随时关注厂商主页：http://www.indasengineering.com/,,2016/10/10
907,Beckhoff Embedded PC图像和Automation Device Specification TwinCAT组件安全绕过漏洞,CNVD-2016-08763,2016/10/13,高,BeckhoffEmbeddedPCImages<2014-10-22BeckhoffAutomationDeviceSpecification（ADS）TwinCATComponents,CVE-2014-5414,93349,BeckhoffEmbeddedPCImages和AutomationDeviceSpecification（ADS）TwinCATComponents都是德国倍福（Beckhoff）公司应用于制造业、能源和污水系统等关键基础设施（工控领域）的产品。BeckhoffEmbeddedPCImages是一套安装在控制柜中且可进行功能配置的工业控制系统。AutomationDeviceSpecification（ADS）TwinCATComponents是一款PC实时控制器软件产品。BeckhoffEmbedd,https://ics-cert.us-cert.gov/advisories/ICSA-16-278-02,目前厂商已经发布了升级补丁以修复此安全问题，详情请关注厂商主页：http://www.aamatrix.com/,Beckhoff Embedded PC图像和Automation Device Specification TwinCAT组件安全绕过漏洞的补丁,2016/10/13
908,Beckhoff Embedded PC图像和Automation Device Specification TwinCAT组件安全绕过漏洞（CNVD-2016-08764）,CNVD-2016-08764,2016/10/13,高,BeckhoffEmbeddedPCImages<2014-10-22BeckhoffAutomationDeviceSpecification（ADS）TwinCATComponents,CVE-2014-5415,93349,BeckhoffEmbeddedPCImages和AutomationDeviceSpecification（ADS）TwinCATComponents都是德国倍福（Beckhoff）公司应用于制造业、能源和污水系统等关键基础设施（工控领域）的产品。BeckhoffEmbeddedPCImages是一套安装在控制柜中且可进行功能配置的工业控制系统。AutomationDeviceSpecification（ADS）TwinCATComponents是一款PC实时控制器软件产品。BeckhoffEmbedd,https://ics-cert.us-cert.gov/advisories/ICSA-16-278-02,目前厂商已经发布了升级补丁以修复此安全问题，详情请关注厂商主页：http://www.aamatrix.com/,Beckhoff Embedded PC图像和Automation Device Specification TwinCAT组件安全绕过漏洞（CNVD-2016-08764）的补丁,2016/10/13
909,Auto-Matrix Aspect-Nexus和Aspect-Matrix Building Automation Front-End Solutions文件包含漏洞,CNVD-2016-08765,2016/10/13,高,Auto-MatrixAspect-NexusBuildingAutomationFront-EndSolutions<3.0.0Auto-MatrixAspect-MatrixBuildingAutomationFront-EndSolutions,CVE-2016-2307,93239,Auto-MatrixAspect-Nexus和Aspect-MatrixBuildingAutomationFront-EndSolutions都是美国Auto-Matrix公司的用于基础设施的建筑自动化前端解决方案，该方案主要在美国本土的商业设施、关键制造、能源和污水系统等领域（工控）进行部署。Auto-MatrixAspect-NexusBuildingAutomationFront-EndSolutions应用程序3.0.0之前的版本和Aspect-MatrixBuildingAutomation,https://ics-cert.us-cert.gov/advisories/ICSA-16-273-01-0,目前厂商已经发布了升级补丁以修复此安全问题，详情请关注厂商主页：http://www.aamatrix.com/,Auto-Matrix Aspect-Nexus和Aspect-Matrix Building Automation Front-End Solutions文件包含漏洞的补丁,2016/10/13
910,Schneider Electric Unity PRO远程代码执行漏洞,CNVD-2016-10461,2016/11/1,高,SchneiderElectricUnityPro,0,93830,UnityPro是用于Premium、Atrium和QuantumPLC的通用IEC61131-3编程、调试和运行软件包。SchneiderElectricUnityPRO中存在在不安全文件下载远程代码执行漏洞，远程攻击者可以利用该漏洞在受影响的应用程序上下文中执行任意代码。,http://www.securityfocus.com/bid/93830,目前厂商已经发布更新，详情请关注厂商主页或有关网址：http://download.schneider-electric.com/files?p_Reference=SEVD-2016-288-01&p_EnDocType=Technical%20leaflet&p_File_Id=4837908514&p_File_Name=SEVD-2016-288-01+Unity+Simulator.pdf,Schneider Electric Unity PRO远程代码执行漏洞的补丁,2016/11/1
911,Citrix License Server for Windows和License Server VPX拒绝服务漏洞,CNVD-2016-09525,2016/10/20,中,CitrixLicenseServerVPX<11.14.0.1CitrixLicenseServerforWindows<11.14.0.1,CVE-2016-6273,0,CitrixLicenseServerforWindows和LicenseServerVPX都是美国思杰系统（CitrixSystems）公司的产品。前者是一款基于Windows系统的认证服务器，后者是一款认证服务器设备。]CitrixLicenseServerforWindows11.14.0.1之前的版本和LicenseServerVPX11.14.0.1之前的版本中存在安全漏洞。远程攻击者可利用该漏洞造成拒绝服务（服务器崩溃）。,https://www.tenable.com/security/research/tra-2016-29,用户可参考如下厂商提供的安全公告获取补丁以修复该漏洞：https://www.tenable.com/security/research/tra-2016-29,Citrix License Server for Windows和License Server VPX拒绝服务漏洞的补丁,2016/10/20
912,Siemens SIMATIC STEP 7存在信息泄露漏洞(CNVD-2016-08769),CNVD-2016-08769,2016/10/13,低,SiemensSIEMENSSIMATICSTEP7<V14,CVE-2016-7960,0,SiemensSIMATIC是一款采用单一工程技术环境的自动化软件。SiemensSIMATICSTEP7V12和V13存在信息泄露漏洞。本地攻击者利用漏洞可绕过TIA门户项目文件传输格式的保护，访问敏感的配置设置，构成敏感信息泄露。,https://www.siemens.com/cert/pool/cert/siemens_security_advisory_ssa-869766.pdf,用户可升级至V14，参考如下下载地址：https://support.industry.siemens.com/cs/document/109740340,SIEMENS SIMATIC STEP 7存在信息泄露漏洞(CNVD-2016-08769)的补丁,2016/10/13
913,Kabona AB WDC开放重定向漏洞,CNVD-2016-09863,2016/10/24,中,kabonaABWDC<3.4.0,CVE-2016-8356,93547,KabonaABWDC是瑞典KabonaAB公司的一套基于Web的SCADA系统。KabonaABWDC3.4.0之前的版本中存在开放重定向漏洞。攻击者可利用该漏洞重定向用户到恶意页面。,http://www.securityfocus.com/bid/93547/discuss,目前厂商已经发布了升级补丁以修复此安全问题，详情请关注厂商主页：http://www.kabona.com/building-automation/wdc/,Kabona AB WDC开放重定向漏洞的补丁,2016/10/24
914,HMI/SCADA软件webaccess7.2/8.0/8.1存在4个dll hijack漏洞,CNVD-2016-10337,2016/12/3,低,研华科技（中国）有限公司webaccess7.2研华科技（中国）有限公司webaccess8.0研华科技（中国）有限公司webaccess8.1,0,0,WebAccess可以为用户建立一个信息管理平台，同步提高垂直市场管理发展的效率。HMI/SCADA软件webaccess存在4个dllhijack漏洞，当bwopctool.dll，bwabout.dll，BwPAlarm.dll，Webvsid.dll自动加载时，Webvrpcs.exe不会校验这些dll，攻击者可以放置恶意的dll文件在该进程的目录中，对系统进行攻击。可以从http://www.advantech.com.cn/industrial-automation/webaccess/down,,厂商尚未提供漏洞修复方案，请关注厂商主页及时更新：http://www.advantech.com.cn/,HMI/SCADA软件webaccess7.2/8.0/8.1 4个dll hijack漏洞,2016/11/24
915,Kabona AB WDC暴力破解漏洞,CNVD-2016-09846,2016/10/24,中,kabonaABWDC<3.4.0,CVE-2016-8347,93547,KabonaABWDC是瑞典KabonaAB公司的一套基于Web的SCADA系统。KabonaABWDC3.4.0之前的版本中存在安全漏洞，该漏洞源于程序未能限制身份验证尝试次数。攻击者可利用该漏洞实施暴力破解攻击。,http://www.securityfocus.com/bid/93547,目前厂商已经发布了升级补丁以修复此安全问题，详情请关注厂商主页：http://www.kabona.com/building-automation/wdc/,Kabona AB WDC暴力破解漏洞的补丁,2016/10/24
916,Kabona AB WDC开放重定向漏洞（CNVD-2016-09845）,CNVD-2016-09845,2016/10/24,中,kabonaABWDC<3.4.0,CVE-2016-8376,93547,KabonaABWDC是瑞典KabonaAB公司的一套基于Web的SCADA系统。KabonaABWDC3.4.0之前的版本中存在开放重定向漏洞。攻击者可利用该漏洞重定向用户到恶意页面。,http://www.securityfocus.com/bid/93547,目前厂商已经发布了升级补丁以修复此安全问题，详情请关注厂商主页：http://www.kabona.com/building-automation/wdc/,Kabona AB WDC开放重定向漏洞（CNVD-2016-09845）的补丁,2016/10/24
917,ABB RobotWare远程代码执行漏洞,CNVD-2016-10592,2016/11/4,高,ABBRobotWare5.x<5.15.13ABBRobotWare5.6x<5.61.07ABBRobotWare6.x<6.04.00,0,94034,ABB是位居全球500强之列的电力和自动化技术领域的领导厂商。ABBRobotWare存在远程代码执行漏洞，允许攻击者利用该漏洞在受影响应用程序上下文中执行任意代码。,http://www.securityfocus.com/bid/94034,目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接：https://library.e.abb.com/public/09da4d2b396841f6911ba1b06178fcb9/SI20107%20-%20Advisory%20for%20Multiple%20Vulnerabilities%20in%20ABB%20RobotWare.pdf,ABB RobotWare远程代码执行漏洞的补丁,2016/11/4
918,Honeywell Experion PKS拒绝服务漏洞,CNVD-2016-10607,2016/11/4,中,HoneywellExperionPKS<=Release3xxHoneywellExperionPKSRelease400HoneywellExperionPKSRelease410HoneywellExperionPKSRelease430HoneywellExperionPKSRelease431,CVE-2016-8344,93950,HoneywellEPKS用于工业及生产进程的自动化及控制，是分布式控制系统解决方案，包括基于Web的SCADA系统。HoneywellExperionPKS存在拒绝服务漏洞。攻击者可以利用该漏洞引发拒绝服务攻击。,http://www.securityfocus.com/bid/93950,目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：https://ics-cert.us-cert.gov/advisories/ICSA-16-301-01,Honeywell Experion PKS拒绝服务漏洞的补丁,2016/11/4
919,Advantech WebAccess ActiveX存在漏洞,CNVD-2016-10506,2016/11/2,中,AdvantechWebAccess<8.1_20160519,CVE-2016-5810,0,AdvantechWebAccess（前称BroadWinWebAccess）是中国研华（Advantech）公司的一套基于浏览器架构的HMI/SCADA软件。该软件支持动态图形显示和实时数据控制，并提供远程控制和管理自动化设备的功能。ActiveX是其中的一个用于传送监控中的动态图像的组件。AdvantechWebAccess8.1_20160519之前的版本的ActiveX存在安全漏洞。攻击者可利用该漏洞在受影响的系统插入或运行任意代码。,https://ics-cert.us-cert.gov/advisories/ICSA-16-173-01,目前厂商已经发布了升级补丁以修复此安全问题，详情请关注厂商主页：http://www.advantech.com/,Advantech WebAccess ActiveX存在漏洞的补丁,2016/11/2
920,Cisco IOS Common Industrial Protocol拒绝服务漏洞,CNVD-2016-08393,2016/10/8,高,CiscoIOS,CVE-2016-6391,93197,CiscoIOS是美国思科（Cisco）公司为其网络设备开发的操作系统。CommonIndustrialProtocol（CIP）是其中的一个用于工业自动化应用的工业协议。CiscoIOS中的CIP功能存在拒绝服务漏洞。远程攻击者可通过提交CIP信息请求利用该漏洞使交换机停止处理数据流，造成拒绝服务（重启）。,http://www.securityfocus.com/bid/93197,目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接：https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20160928-cip,Cisco IOS Common Industrial Protocol拒绝服务漏洞的补丁,2016/10/8
921,Moxa Active OPC Server本地路径枚举漏洞,CNVD-2016-08231,2016/9/27,高,MoxaActiveOPCServer<2.4.19,CVE-2016-5793,93046,MoxaActiveOPCServer是一个用于操作HMI或SCADA系统的OPC驱动软件包。MoxaActiveOPCServer存在本地路径枚举漏洞，允许本地攻击者可利用该漏洞绕过安全限制，提升权限。,http://www.securityfocus.com/bid/93046,用户可参考如下厂商提供的安全补丁以修复该漏洞：http://www.moxa.com/,Moxa Active OPC Server本地路径枚举漏洞的补丁,2016/9/28
922,多款Rockwell Automation产品缓冲区溢出漏洞,CNVD-2016-07735,2016/9/20,高,RockwellAutomationRSLogix500ProfessionalEdition0RockwellAutomationRSLogix500StandardEdition0RockwellAutomationRSLogix500StarterEdition0RockwellAutomationRSLogixMicroDeveloper0RockwellAutomationRSLogixMicroStarterLite0,CVE-2016-5814,92983,RockwellAutomationRSLogixMicroStarterLite等都是美国罗克韦尔（RockwellAutomation）公司的用于自动化产品中的配置软件。多款RockwellAutomation产品中存在缓冲区溢出漏洞。远程攻击者可借助特制的RSS项目文件利用该漏洞执行任意代码。,https://ics-cert.us-cert.gov/advisories/ICSA-16-224-02,目前厂商已经发布了升级补丁以修复此安全问题，详情请关注厂商主页：https://rockwellautomation.co/,多款Rockwell Automation产品缓冲区溢出漏洞的补丁,2016/9/20
923,Siemens SIPROTEC 4/SIPROTEC Compact身份验证绕过漏洞,CNVD-2016-07251,2016/9/6,中,SiemensSIPROTECCompact<EN100Ethernet4.29SiemensSIPROTEC4<EN100Ethernet4.29,CVE-2016-7114,92745,SIPROTEC4及SIPROTECCompact设备可对变电所及其他应用提供广泛的集中防护、控制及自动化功能。SiemensSIPROTEC4、SIPROTECCompact设备，EN100Ethernet4.29之前版本存在身份验证绕过漏洞。远程攻击者在身份验证会话中通过HTTP流量，可绕过身份验证并获取管理员访问权限。,"http://www.securityfocus.com/bid/92745http://www.siemens.com/cert/pool/cert/siemens_security_advisory_ssa-630413.pdf",目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://www.siemens.com/cert/pool/cert/siemens_security_advisory_ssa-630413.pdf,Siemens SIPROTEC 4/SIPROTEC Compact身份验证绕过漏洞的补丁,2016/9/7
924,Siemens SIPROTEC 4/SIPROTEC Compact身份验证绕过漏洞（CNVD-2016-07252）,CNVD-2016-07252,2016/9/6,中,SiemensSIPROTECCompact<EN100Ethernet4.29SiemensSIPROTEC4<EN100Ethernet4.29,CVE-2016-7112,92747,SIPROTEC4及SIPROTECCompact设备可对变电所及其他应用提供广泛的集中防护、控制及自动化功能。SiemensSIPROTEC4、SIPROTECCompact设备，EN100Ethernet4.29之前版本存在身份验证绕过漏洞。远程攻击者在身份验证会话中通过HTTP流量，可绕过身份验证并获取管理员访问权限。,"http://www.securityfocus.com/bid/92747http://www.siemens.com/cert/pool/cert/siemens_security_advisory_ssa-630413.pdf",目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://www.siemens.com/cert/pool/cert/siemens_security_advisory_ssa-630413.pdf,Siemens SIPROTEC 4/SIPROTEC Compact身份验证绕过漏洞（CNVD-2016-07252）的补丁,2016/9/7
925,北京杰控工控组态软件FameView任意文件读写漏洞,CNVD-2016-09635,2016/10/5,中,北京杰控科技有限公司FameView组态软件7.60.11,0,0,"FameView自动化组态管理软件是北京杰控公司集多年工程应用和服务经验,基于Windows操作系统,研制开发的组态监控软件。北京杰控工控组态软件FameView存在任意文件读写漏洞，允许攻击者读写任意文件。",,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://www.fameview.com/,北京杰控工控组态软件FameView任意文件读写漏洞,2016/10/21
926,北京杰控工控组态软件FameView代码执行漏洞,CNVD-2016-09636,2016/10/5,高,北京杰控科技有限公司FameView组态软件7.60.11,0,0,"FameView自动化组态管理软件是北京杰控公司集多年工程应用和服务经验,基于Windows操作系统,研制开发的组态监控软件。北京杰控工控组态软件FameView存在代码执行漏洞，允许攻击者执行恶意代码。",,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://www.fameview.com/,北京杰控工控组态软件FameView代码执行漏洞,2016/10/21
927,紫金桥监控组态软件RealInfo某组件存在拒绝服务漏洞,CNVD-2016-09760,2016/10/5,中,大庆紫金桥软件技术有限公司紫金桥监控组态软件RealInfo6.5(2016-05-03),0,0,紫金桥监控组态软件是紫金桥公司在长期的科研和工程实践中开发的通用工业组态软件。该软件某个组件存在安全漏洞，允许攻击者利用该漏洞通过构造特殊的数据包，可溢出该组件，造成拒绝服务。,,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://www.realinfo.com.cn/,紫金桥监控组态软件RealInfo某组件存在远程拒绝服务漏洞,2016/10/21
928,北京三维力控公司ForceControl V7.1存在缓冲区溢出漏洞,CNVD-2016-07317,2016/10/14,中,北京三维天地科技有限公司ForceControlV7.1,0,0,北京三维力控科技有限公司是专业从事监控组态软件研发与服务的高新技术企业。北京三维力控公司ForceControlV7.1存在缓冲区溢出漏洞，攻击者利用漏洞可执行任意代码。,,厂商已发布了补丁修复程序，请广大用户及时下载：http://www.sunwayland.com/index_x_nei.php?cid=94,北京三维力控公司ForceControl V7.1存在缓冲区溢出漏洞,2016/9/7
929,Advantech WebAccess 8.1 ActiveX缓冲区溢出漏洞,CNVD-2016-10222,2016/10/17,高,AdvantechWebAccess8.1,0,0,"WebAccessHMI/SCADA软件提供远程控制与管理,让用户在设施管理系统、发电站及楼宇自动化系统中,轻松查看与配置自动化设备。AdvantechWebAccess8.1中的某ActiveX控件存在缓冲区溢出漏洞，攻击者利用漏洞通过构建恶意WEB页，诱使用户访问，可在应用程序上下文中执行任意代码。",,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://www.advantech.com.cn/industrial-automation/webaccess,Advantech WebAccess 8.1 ActiveX缓冲区溢出漏洞,2016/10/27
930,ABB DataManagerPro DLL本地代码执行漏洞,CNVD-2016-07742,2016/9/20,高,ABBDataManagerPro1.7.0ABBDataManagerPro1.0.0,CVE-2016-4526,92980,ABBDataManagerPro是瑞士ABB公司的一套数据分析软件。该软件可通过以太网及数据库管理自动采集数据。ABBDataManagerPro存在本地代码执行漏洞。本地攻击者可通过替换数据包目录下的DLL文件利用该漏洞获取权限。,https://ics-cert.us-cert.gov/advisories/ICSA-16-259-02,目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接：https://library.e.abb.com/public/93e52dbfd6ab4f64aa435973ccf1b6e2/9ADB005557_ABB_SoftwareVulnerabilityHandlingAdvisory_DMPro.pdf,ABB DataManagerPro DLL本地代码执行漏洞的补丁,2016/9/20
931,AB 1769 PLC ARP语法拒绝服务漏洞,CNVD-2016-07704,2016/10/26,高,RockwellAutomationAB1769PLC,0,0,AB1769PLC一款一体化工业级高性能可编程控制器。AB1769PLC存在ARP语法拒绝服务漏洞。攻击者通过对ARP头部进行修改，可导致设备协议栈崩溃，甚至导致设备宕机。,,无,,2016/12/23
932,Siemens SIPROTEC 4/SIPROTEC Compact拒绝服务漏洞,CNVD-2016-07253,2016/9/6,中,SiemensSIPROTECCompact<EN100Ethernet4.29SiemensSIPROTEC4<EN100Ethernet4.29,CVE-2016-7113,92748,SIPROTEC4及SIPROTECCompact设备可对变电所及其他应用提供广泛的集中防护、控制及自动化功能。SiemensSIPROTEC4、SIPROTECCompact设备，EN100Ethernet4.29之前版本存在拒绝服务漏洞。远程攻击者通过构造的HTTP数据包，可造成拒绝服务。,"http://www.securityfocus.com/bid/92748http://www.siemens.com/cert/pool/cert/siemens_security_advisory_ssa-630413.pdf",目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://www.siemens.com/cert/pool/cert/siemens_security_advisory_ssa-630413.pdf,Siemens SIPROTEC 4/SIPROTEC Compact拒绝服务漏洞的补丁,2016/9/7
933,腾控T-920型号PLC IP分片语法拒绝服务漏洞,CNVD-2016-07659,2016/10/31,高,北京腾控科技有限公司T-920PLC,0,0,"T920是腾控科技推出的一款一体化工业级高性能可编程控制器。腾控T-920型号PLCIP分片语法存在拒绝服务漏洞。攻击者通过测试其分片重组能力，向目标设备发送填充大量畸型数据的数据帧，可导致系统的缓冲区溢出,进而导致设备宕机。",,无,,2016/12/23
934,施耐德PLC 67160 IP分片语法存在拒绝服务漏洞,CNVD-2016-07839,2016/10/31,高,施耐德（SchneiderElectric）PLC67160,0,0,施耐德PLC是一款热备系统。施耐德PLC67160IP分片语法存在拒绝服务漏洞。该漏洞产生的原因是未能正确处理和丢弃这些IP分片的非法的数据帧，导致系统缓冲区溢出，设备宕机。,,无,,2016/12/23
935,HPE Performance Center远程安全绕过漏洞,CNVD-2016-07618,2016/9/18,高,HPPerformanceCenter,CVE-2016-4382,92915,HPEPerformanceCenter是美国惠普的一套性能负载测试软件。HPEPerformanceCenter存在远程安全绕过漏洞，允许远程攻击者可利用该漏洞提交特殊请求绕过安全限制，执行未授权操作。,http://www.securityfocus.com/bid/92915,用户可参考如下厂商提供的安全补丁以修复该漏洞：https://h20564.www2.hpe.com/hpsc/doc/public/display?docId=emr_na-c05269356,HPE Performance Center远程安全绕过漏洞的补丁,2016/9/18
936,Schneider Electric TSXP572634M型号PLC绕过认证漏洞,CNVD-2016-07650,2016/11/2,高,SchneiderElectricTSXP572634M型号,0,0,SchneiderElectric电气为100多个国家的能源及基础设施、工业、数据中心及网络、楼宇和住宅市场提供整体解决方案。当组态软件连接到PLC后，所有和PLC连接成功的电脑都可以通过90功能码的写线圈操作来操作PLC，从而PLC的验证过程会被绕过存在安全漏洞，允许攻击者利用该漏洞绕过某些安全限制，执行未授权操作。,,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://www.schneider-electric.com/ww/en/,,2016/11/10
937,BINOM3 Electric Power Quality Meter存在多个漏洞,CNVD-2016-08235,2016/9/28,高,BINOM3ElectricPowerQualityMeter,0,93028,BINOM3ElectricPowerQualityMeter是俄罗斯BINOM3公司的一款用于SCADA系统中的电气电能质量监测仪。BINOM3ElectricPowerQualityMeter中存在跨站脚本漏洞、HTML注入漏洞、安全绕过漏洞和信息泄露漏洞，攻击者可利用这些漏洞在受影响应用程序中执行任意代码，窃取基于cookie的身份验证，获取敏感信息或绕过安全限制，获取提升的权限。,http://www.securityfocus.com/bid/93028,目前厂商暂未发布修复措施解决此安全问题，建议使用此软件的用户随时关注厂商主页或参考网址以获取解决办法：http://www.binom3.ru/,,2016/9/28
938,HP Network Automation Java Deserialization远程代码执行漏洞,CNVD-2016-08069,2016/9/26,高,HPNetworkAutomation9.10HPNetworkAutomation9.20HPNetworkAutomation9.22HPNetworkAutomation9.10.2HPNetworkAutomation9.2HPNetworkAutomation10.1HPNetworkAutomation10.0,CVE-2016-4385,93109,HPNetworkAutomation可自动化网络设备的整个运作生命周期（从配置到基于策略的变更管理、合规性以及安全管理）。HPNetworkAutomation存在远程代码执行漏洞，攻击者可以利用该漏洞在受影响的应用程序的上下文中执行任意代码。,http://www.securityfocus.com/bid/93109,目前厂商已经发布更新，详情请关注厂商主页或有关网址：https://h20564.www2.hpe.com/hpsc/doc/public/display?docId=emr_na-c05279098,HP Network Automation Java Deserialization远程代码执行漏洞的补丁,2016/9/26
